gstin,period,itc_claimed,total_tax_paid,filing_date,due_date
35YMKTA1088Q1ZU,2025-02,831765,800326,27-02-2026,27-02-2026
35YMKTA1088Q1ZU,2025-03,1033709,1030970,27-02-2026,27-02-2026
35YMKTA1088Q1ZU,2025-04,1506041,1496683,27-02-2026,27-02-2026
35YMKTA1088Q1ZU,2025-05,1369763,1335659,27-02-2026,27-02-2026
35YMKTA1088Q1ZU,2025-06,770685,721397,27-02-2026,27-02-2026
22RUMRN5458J1ZF,2025-01,482171,507871,27-02-2026,27-02-2026
22RUMRN5458J1ZF,2025-02,1828749,1826033,27-02-2026,27-02-2026
22RUMRN5458J1ZF,2025-03,824764,872136,27-02-2026,27-02-2026
22RUMRN5458J1ZF,2025-04,133007,95810,27-02-2026,27-02-2026
22RUMRN5458J1ZF,2025-05,1609659,1644279,27-02-2026,27-02-2026
22RUMRN5458J1ZF,2025-06,304533,282531,27-02-2026,27-02-2026
24ZUBJL1972F1ZW,2025-01,209066,208257,27-02-2026,27-02-2026
24ZUBJL1972F1ZW,2025-02,1268389,1286848,27-02-2026,27-02-2026
24ZUBJL1972F1ZW,2025-03,861376,908910,27-02-2026,27-02-2026
24ZUBJL1972F1ZW,2025-04,1796026,1809806,27-02-2026,27-02-2026
24ZUBJL1972F1ZW,2025-05,77829,87655,27-02-2026,27-02-2026
24ZUBJL1972F1ZW,2025-06,1937576,1984959,27-02-2026,27-02-2026
08BIDGE5033L1ZO,2025-01,827643,838129,27-02-2026,27-02-2026
08BIDGE5033L1ZO,2025-02,1692783,1645522,27-02-2026,27-02-2026
08BIDGE5033L1ZO,2025-03,207433,208741,27-02-2026,27-02-2026
08BIDGE5033L1ZO,2025-04,1398055,1367108,27-02-2026,27-02-2026
08BIDGE5033L1ZO,2025-05,421627,467751,27-02-2026,27-02-2026
08BIDGE5033L1ZO,2025-06,735146,740848,27-02-2026,09-02-2026
20DAYTY9195Q1ZK,2025-01,1655391,1626974,27-02-2026,27-02-2026
20DAYTY9195Q1ZK,2025-02,1872822,1823280,27-02-2026,18-02-2026
20DAYTY9195Q1ZK,2025-03,178470,132385,27-02-2026,27-02-2026
20DAYTY9195Q1ZK,2025-04,814160,852453,27-02-2026,27-02-2026
20DAYTY9195Q1ZK,2025-05,606231,620179,27-02-2026,27-02-2026
20DAYTY9195Q1ZK,2025-06,195361,178459,27-02-2026,27-02-2026
19ZTZRU7931P1ZB,2025-01,1525364,1568516,27-02-2026,30-01-2026
19ZTZRU7931P1ZB,2025-02,251167,291112,27-02-2026,28-01-2026
19ZTZRU7931P1ZB,2025-03,1976419,1965142,27-02-2026,27-02-2026
19ZTZRU7931P1ZB,2025-04,145112,133987,27-02-2026,27-02-2026
19ZTZRU7931P1ZB,2025-05,754762,706770,27-02-2026,27-02-2026
19ZTZRU7931P1ZB,2025-06,114313,83337,27-02-2026,27-02-2026
20AQFJI6157Y1ZI,2025-01,904496,948723,27-02-2026,27-02-2026
20AQFJI6157Y1ZI,2025-02,649652,661317,27-02-2026,27-02-2026
20AQFJI6157Y1ZI,2025-03,900713,884041,27-02-2026,22-02-2026
20AQFJI6157Y1ZI,2025-04,1452688,1420906,27-02-2026,27-02-2026
20AQFJI6157Y1ZI,2025-05,435991,440101,27-02-2026,27-02-2026
20AQFJI6157Y1ZI,2025-06,89736,119716,27-02-2026,27-02-2026
35WRYZK4650V1ZL,2025-01,557505,549893,27-02-2026,27-02-2026
35WRYZK4650V1ZL,2025-02,563892,606922,27-02-2026,27-02-2026
35WRYZK4650V1ZL,2025-03,936842,892242,27-02-2026,27-02-2026
35WRYZK4650V1ZL,2025-04,887327,838117,27-02-2026,27-02-2026
35WRYZK4650V1ZL,2025-05,245606,260091,27-02-2026,27-02-2026
35WRYZK4650V1ZL,2025-06,36747,8689,27-02-2026,27-02-2026
28JJHJZ8074N1ZZ,2025-01,366095,360086,27-02-2026,27-02-2026
28JJHJZ8074N1ZZ,2025-02,1395676,1431976,27-02-2026,27-02-2026
28JJHJZ8074N1ZZ,2025-03,543947,591333,27-02-2026,24-02-2026
28JJHJZ8074N1ZZ,2025-04,893449,867890,27-02-2026,27-02-2026
28JJHJZ8074N1ZZ,2025-05,1913125,1938622,27-02-2026,27-02-2026
28JJHJZ8074N1ZZ,2025-06,1952183,1911261,27-02-2026,27-02-2026
28SKVPD3953S1ZY,2025-01,567639,606632,27-02-2026,27-02-2026
28SKVPD3953S1ZY,2025-02,824466,806883,27-02-2026,27-02-2026
28SKVPD3953S1ZY,2025-03,746090,768096,27-02-2026,27-02-2026
28SKVPD3953S1ZY,2025-04,1171213,1136104,27-02-2026,27-02-2026
28SKVPD3953S1ZY,2025-05,1296738,1273498,27-02-2026,27-02-2026
28SKVPD3953S1ZY,2025-06,1306956,1339607,27-02-2026,27-02-2026
27QHEMO9182P1ZB,2025-01,65155,114879,27-02-2026,27-02-2026
27QHEMO9182P1ZB,2025-02,1690558,1717240,27-02-2026,27-02-2026
27QHEMO9182P1ZB,2025-03,920304,884602,27-02-2026,27-02-2026
27QHEMO9182P1ZB,2025-04,1648800,1648970,27-02-2026,27-02-2026
27QHEMO9182P1ZB,2025-05,592539,637022,27-02-2026,13-02-2026
27QHEMO9182P1ZB,2025-06,798578,782619,27-02-2026,27-02-2026
32OMAAG9846J1ZN,2025-01,811981,784207,27-02-2026,27-02-2026
32OMAAG9846J1ZN,2025-02,1174088,1158361,27-02-2026,27-02-2026
32OMAAG9846J1ZN,2025-03,131569,179175,27-02-2026,27-02-2026
32OMAAG9846J1ZN,2025-04,1370571,1360640,27-02-2026,27-02-2026
32OMAAG9846J1ZN,2025-05,756968,768376,27-02-2026,27-02-2026
32OMAAG9846J1ZN,2025-06,1856815,1882852,27-02-2026,27-02-2026
16ATMZP3442V1ZP,2025-01,1089281,1095894,27-02-2026,27-02-2026
16ATMZP3442V1ZP,2025-02,312523,330807,27-02-2026,27-02-2026
16ATMZP3442V1ZP,2025-03,1613713,1577746,27-02-2026,27-02-2026
16ATMZP3442V1ZP,2025-04,1118790,1157418,27-02-2026,27-02-2026
16ATMZP3442V1ZP,2025-05,685983,725567,27-02-2026,27-02-2026
16ATMZP3442V1ZP,2025-06,33502,15760,27-02-2026,27-02-2026
37AGPDL6303U1ZL,2025-01,717469,741448,27-02-2026,27-02-2026
37AGPDL6303U1ZL,2025-02,1815857,1839624,27-02-2026,27-02-2026
37AGPDL6303U1ZL,2025-03,1643581,1639310,27-02-2026,27-02-2026
37AGPDL6303U1ZL,2025-04,1707270,1736533,27-02-2026,27-02-2026
37AGPDL6303U1ZL,2025-05,1793000,1787415,27-02-2026,27-02-2026
37AGPDL6303U1ZL,2025-06,918200,932292,27-02-2026,27-02-2026
34QBFQT5133V1ZZ,2025-01,1549209,1587124,27-02-2026,27-02-2026
34QBFQT5133V1ZZ,2025-02,1712584,1669541,27-02-2026,27-02-2026
34QBFQT5133V1ZZ,2025-03,48924,12634,27-02-2026,27-02-2026
34QBFQT5133V1ZZ,2025-04,1346612,1358839,27-02-2026,27-02-2026
34QBFQT5133V1ZZ,2025-05,1252501,1221155,27-02-2026,27-02-2026
34QBFQT5133V1ZZ,2025-06,1229861,1264624,27-02-2026,27-02-2026
24CPVAN3439D1ZG,2025-01,698666,650330,27-02-2026,30-01-2026
24CPVAN3439D1ZG,2025-02,1857906,1821216,27-02-2026,08-02-2026
24CPVAN3439D1ZG,2025-03,83408,112297,27-02-2026,15-02-2026
24CPVAN3439D1ZG,2025-04,624963,674514,27-02-2026,27-02-2026
24CPVAN3439D1ZG,2025-05,1973367,2015990,27-02-2026,27-02-2026
24CPVAN3439D1ZG,2025-06,1791870,1799082,27-02-2026,27-02-2026
13UORYV7784C1ZD,2025-01,1875683,1866237,27-02-2026,19-02-2026
13UORYV7784C1ZD,2025-02,1684536,1691419,27-02-2026,27-02-2026
13UORYV7784C1ZD,2025-03,1168266,1202612,27-02-2026,27-02-2026
13UORYV7784C1ZD,2025-04,254205,294884,27-02-2026,27-02-2026
13UORYV7784C1ZD,2025-05,1572609,1571454,27-02-2026,13-02-2026
13UORYV7784C1ZD,2025-06,900473,930201,27-02-2026,16-02-2026
23IJVXP7370D1ZH,2025-01,1320576,1292006,27-02-2026,27-02-2026
23IJVXP7370D1ZH,2025-02,387605,434186,27-02-2026,27-02-2026
23IJVXP7370D1ZH,2025-03,354069,397916,27-02-2026,27-02-2026
23IJVXP7370D1ZH,2025-04,361061,345725,27-02-2026,19-02-2026
23IJVXP7370D1ZH,2025-05,1595543,1551164,27-02-2026,27-02-2026
23IJVXP7370D1ZH,2025-06,1207421,1244816,27-02-2026,27-02-2026
15HFZLT1044G1ZD,2025-01,867883,871032,27-02-2026,27-02-2026
15HFZLT1044G1ZD,2025-02,1442852,1407166,27-02-2026,27-02-2026
15HFZLT1044G1ZD,2025-03,141892,181706,27-02-2026,27-02-2026
15HFZLT1044G1ZD,2025-04,410961,363721,27-02-2026,29-01-2026
15HFZLT1044G1ZD,2025-05,842937,860879,27-02-2026,27-02-2026
15HFZLT1044G1ZD,2025-06,325229,350896,27-02-2026,02-02-2026
04MXBHA0165G1ZF,2025-01,816670,857787,27-02-2026,27-02-2026
04MXBHA0165G1ZF,2025-02,1354149,1387126,27-02-2026,27-02-2026
04MXBHA0165G1ZF,2025-03,80030,76458,27-02-2026,27-02-2026
04MXBHA0165G1ZF,2025-04,1232667,1196203,27-02-2026,27-02-2026
04MXBHA0165G1ZF,2025-05,345843,385064,27-02-2026,27-02-2026
04MXBHA0165G1ZF,2025-06,1825500,1806661,27-02-2026,27-02-2026
10VYYJE5725D1ZS,2025-01,935759,918573,27-02-2026,27-02-2026
10VYYJE5725D1ZS,2025-02,979925,962612,27-02-2026,27-02-2026
10VYYJE5725D1ZS,2025-03,151311,129865,27-02-2026,27-02-2026
10VYYJE5725D1ZS,2025-04,414285,401934,27-02-2026,27-02-2026
10VYYJE5725D1ZS,2025-05,732381,770718,27-02-2026,27-02-2026
10VYYJE5725D1ZS,2025-06,1697772,1705108,27-02-2026,27-02-2026
13ZETAS9984W1ZS,2025-01,878334,844630,27-02-2026,27-02-2026
13ZETAS9984W1ZS,2025-02,1562828,1550439,27-02-2026,27-02-2026
13ZETAS9984W1ZS,2025-03,1950288,1922645,27-02-2026,26-02-2026
13ZETAS9984W1ZS,2025-04,439858,423325,27-02-2026,12-02-2026
13ZETAS9984W1ZS,2025-05,1867711,1916029,27-02-2026,27-02-2026
13ZETAS9984W1ZS,2025-06,664386,630251,27-02-2026,27-02-2026
07EJJFF1911E1ZP,2025-01,1964000,1959742,27-02-2026,27-02-2026
07EJJFF1911E1ZP,2025-02,1836244,1826262,27-02-2026,27-02-2026
07EJJFF1911E1ZP,2025-03,144660,180106,27-02-2026,27-02-2026
07EJJFF1911E1ZP,2025-04,1083439,1103404,27-02-2026,27-02-2026
07EJJFF1911E1ZP,2025-05,858350,861096,27-02-2026,19-02-2026
07EJJFF1911E1ZP,2025-06,1346070,1391248,27-02-2026,27-02-2026
03CMKLT6824N1ZG,2025-01,1153865,1188684,27-02-2026,27-02-2026
03CMKLT6824N1ZG,2025-02,478908,500842,27-02-2026,27-02-2026
03CMKLT6824N1ZG,2025-03,271253,260340,27-02-2026,27-02-2026
03CMKLT6824N1ZG,2025-04,1003887,1020353,27-02-2026,27-02-2026
03CMKLT6824N1ZG,2025-05,858509,857467,27-02-2026,27-02-2026
03CMKLT6824N1ZG,2025-06,30496,48533,27-02-2026,27-02-2026
24EZMCL6014S1ZD,2025-01,1876543,1915386,27-02-2026,27-02-2026
24EZMCL6014S1ZD,2025-02,1891280,1850262,27-02-2026,27-02-2026
24EZMCL6014S1ZD,2025-03,1585077,1623025,27-02-2026,27-02-2026
24EZMCL6014S1ZD,2025-04,606289,608999,27-02-2026,27-02-2026
24EZMCL6014S1ZD,2025-05,1175485,1194541,27-02-2026,27-02-2026
24EZMCL6014S1ZD,2025-06,916452,875050,27-02-2026,27-02-2026
13IPZDV7275I1ZY,2025-01,560088,600852,27-02-2026,27-02-2026
13IPZDV7275I1ZY,2025-02,1955119,1976567,27-02-2026,27-02-2026
13IPZDV7275I1ZY,2025-03,1612435,1619311,27-02-2026,27-02-2026
13IPZDV7275I1ZY,2025-04,173981,158309,27-02-2026,27-02-2026
13IPZDV7275I1ZY,2025-05,1456085,1418364,27-02-2026,27-02-2026
13IPZDV7275I1ZY,2025-06,408427,417595,27-02-2026,27-02-2026
26ZNDLD4290X1ZB,2025-01,1610366,1580250,27-02-2026,27-02-2026
26ZNDLD4290X1ZB,2025-02,1100724,1148297,27-02-2026,27-02-2026
26ZNDLD4290X1ZB,2025-03,721695,672580,27-02-2026,27-02-2026
26ZNDLD4290X1ZB,2025-04,16889,51061,27-02-2026,27-02-2026
26ZNDLD4290X1ZB,2025-05,591297,615704,27-02-2026,27-02-2026
26ZNDLD4290X1ZB,2025-06,852721,840237,27-02-2026,27-02-2026
02ZJRDQ0077Z1ZO,2025-01,544924,571028,27-02-2026,21-02-2026
02ZJRDQ0077Z1ZO,2025-02,424373,447886,27-02-2026,27-02-2026
02ZJRDQ0077Z1ZO,2025-03,1173883,1136434,27-02-2026,27-02-2026
02ZJRDQ0077Z1ZO,2025-04,1951629,1997057,27-02-2026,27-02-2026
02ZJRDQ0077Z1ZO,2025-05,1872379,1913952,27-02-2026,21-02-2026
02ZJRDQ0077Z1ZO,2025-06,1708338,1749510,27-02-2026,27-02-2026
32MGIWO9049M1ZO,2025-01,1180768,1140623,27-02-2026,27-02-2026
32MGIWO9049M1ZO,2025-02,1893395,1870598,27-02-2026,27-02-2026
32MGIWO9049M1ZO,2025-03,775552,815778,27-02-2026,27-02-2026
32MGIWO9049M1ZO,2025-04,81677,54602,27-02-2026,27-02-2026
32MGIWO9049M1ZO,2025-05,843670,857460,27-02-2026,27-02-2026
32MGIWO9049M1ZO,2025-06,117695,153109,27-02-2026,27-02-2026
30AERUX1433Y1ZD,2025-01,1066247,1056998,27-02-2026,24-02-2026
30AERUX1433Y1ZD,2025-02,1602212,1620514,27-02-2026,27-02-2026
30AERUX1433Y1ZD,2025-03,37974,8229,27-02-2026,10-02-2026
30AERUX1433Y1ZD,2025-04,659637,687998,27-02-2026,26-02-2026
30AERUX1433Y1ZD,2025-05,345259,349475,27-02-2026,27-02-2026
30AERUX1433Y1ZD,2025-06,1123071,1139762,27-02-2026,27-02-2026
36ROMWN3496L1ZY,2025-01,719892,760965,27-02-2026,27-02-2026
36ROMWN3496L1ZY,2025-02,1242412,1203956,27-02-2026,13-02-2026
36ROMWN3496L1ZY,2025-03,1136226,1095995,27-02-2026,27-02-2026
36ROMWN3496L1ZY,2025-04,941616,971515,27-02-2026,27-02-2026
36ROMWN3496L1ZY,2025-05,1271934,1306884,27-02-2026,27-02-2026
36ROMWN3496L1ZY,2025-06,1909405,1942531,27-02-2026,27-02-2026
02PDJVP7634L1ZN,2025-01,1985030,2034229,27-02-2026,27-02-2026
02PDJVP7634L1ZN,2025-02,1672590,1646685,27-02-2026,01-02-2026
02PDJVP7634L1ZN,2025-03,1365280,1383030,27-02-2026,27-02-2026
02PDJVP7634L1ZN,2025-04,902754,927749,27-02-2026,27-02-2026
02PDJVP7634L1ZN,2025-05,1254796,1246306,27-02-2026,27-02-2026
02PDJVP7634L1ZN,2025-06,1247446,1265155,27-02-2026,27-02-2026
16GQPXB3303O1ZV,2025-01,519549,492399,27-02-2026,25-02-2026
16GQPXB3303O1ZV,2025-02,361049,393930,27-02-2026,27-02-2026
16GQPXB3303O1ZV,2025-03,217896,256909,27-02-2026,27-02-2026
16GQPXB3303O1ZV,2025-04,915581,953665,27-02-2026,27-02-2026
16GQPXB3303O1ZV,2025-05,494859,451672,27-02-2026,27-02-2026
16GQPXB3303O1ZV,2025-06,1055005,1077427,27-02-2026,27-02-2026
27GSPZJ3581V1ZG,2025-01,1434327,1459824,27-02-2026,27-02-2026
27GSPZJ3581V1ZG,2025-02,1040148,995051,27-02-2026,27-02-2026
27GSPZJ3581V1ZG,2025-03,1485879,1446031,27-02-2026,27-02-2026
27GSPZJ3581V1ZG,2025-04,1187256,1137370,27-02-2026,27-02-2026
27GSPZJ3581V1ZG,2025-05,927552,891339,27-02-2026,27-02-2026
27GSPZJ3581V1ZG,2025-06,87905,111546,27-02-2026,27-02-2026
22EHZFQ9082I1ZB,2025-01,278771,266122,27-02-2026,09-02-2026
22EHZFQ9082I1ZB,2025-02,655022,671054,27-02-2026,27-02-2026
22EHZFQ9082I1ZB,2025-03,399691,377749,27-02-2026,31-01-2026
22EHZFQ9082I1ZB,2025-04,1151979,1186722,27-02-2026,27-02-2026
22EHZFQ9082I1ZB,2025-05,1483533,1442737,27-02-2026,27-02-2026
22EHZFQ9082I1ZB,2025-06,1693980,1661010,27-02-2026,01-02-2026
15QYSPP2554L1ZZ,2025-01,972995,976371,27-02-2026,27-02-2026
15QYSPP2554L1ZZ,2025-02,1599802,1574474,27-02-2026,27-02-2026
15QYSPP2554L1ZZ,2025-03,1353481,1312166,27-02-2026,27-02-2026
15QYSPP2554L1ZZ,2025-04,864881,887931,27-02-2026,27-02-2026
15QYSPP2554L1ZZ,2025-05,904736,901887,27-02-2026,02-02-2026
15QYSPP2554L1ZZ,2025-06,621901,581659,27-02-2026,27-02-2026
20LOFKQ4710W1ZQ,2025-01,1255002,1276931,27-02-2026,27-02-2026
20LOFKQ4710W1ZQ,2025-02,1871666,1876088,27-02-2026,27-02-2026
20LOFKQ4710W1ZQ,2025-03,1426534,1408855,27-02-2026,27-02-2026
20LOFKQ4710W1ZQ,2025-04,883433,844655,27-02-2026,27-02-2026
20LOFKQ4710W1ZQ,2025-05,751438,730461,27-02-2026,16-02-2026
20LOFKQ4710W1ZQ,2025-06,959772,972904,27-02-2026,04-02-2026
14RVYGQ8899X1ZU,2025-01,1874778,1893535,27-02-2026,27-02-2026
14RVYGQ8899X1ZU,2025-02,1452824,1482697,27-02-2026,27-02-2026
14RVYGQ8899X1ZU,2025-03,1069274,1049907,27-02-2026,27-02-2026
14RVYGQ8899X1ZU,2025-04,1133492,1172770,27-02-2026,27-02-2026
14RVYGQ8899X1ZU,2025-05,932351,920576,27-02-2026,27-02-2026
14RVYGQ8899X1ZU,2025-06,408687,458116,27-02-2026,27-02-2026
24MGTTV4896N1ZI,2025-01,88709,75677,27-02-2026,27-02-2026
24MGTTV4896N1ZI,2025-02,569895,562414,27-02-2026,27-02-2026
24MGTTV4896N1ZI,2025-03,746954,748063,27-02-2026,27-02-2026
24MGTTV4896N1ZI,2025-04,335909,301708,27-02-2026,27-02-2026
24MGTTV4896N1ZI,2025-05,1305722,1299351,27-02-2026,27-02-2026
24MGTTV4896N1ZI,2025-06,1924990,1927151,27-02-2026,27-02-2026
16KCEGV4546B1ZG,2025-01,1526837,1477278,27-02-2026,19-02-2026
16KCEGV4546B1ZG,2025-02,1521561,1525436,27-02-2026,27-02-2026
16KCEGV4546B1ZG,2025-03,1245432,1233672,27-02-2026,27-02-2026
16KCEGV4546B1ZG,2025-04,1759098,1775673,27-02-2026,27-02-2026
16KCEGV4546B1ZG,2025-05,647576,625608,27-02-2026,27-02-2026
16KCEGV4546B1ZG,2025-06,198800,230737,27-02-2026,27-02-2026
02GUREW9408C1ZK,2025-01,1291246,1313194,27-02-2026,27-02-2026
02GUREW9408C1ZK,2025-02,678622,670436,27-02-2026,27-02-2026
02GUREW9408C1ZK,2025-03,41834,60516,27-02-2026,27-02-2026
02GUREW9408C1ZK,2025-04,1299158,1326960,27-02-2026,27-02-2026
02GUREW9408C1ZK,2025-05,1827446,1842461,27-02-2026,27-02-2026
02GUREW9408C1ZK,2025-06,1319976,1297058,27-02-2026,27-02-2026
27XRXKV8255D1ZQ,2025-01,502644,469408,27-02-2026,27-02-2026
27XRXKV8255D1ZQ,2025-02,77693,49512,27-02-2026,05-02-2026
27XRXKV8255D1ZQ,2025-03,1675854,1673976,27-02-2026,27-02-2026
27XRXKV8255D1ZQ,2025-04,390865,387915,27-02-2026,27-02-2026
27XRXKV8255D1ZQ,2025-05,148326,151218,27-02-2026,15-02-2026
27XRXKV8255D1ZQ,2025-06,774288,772114,27-02-2026,16-02-2026
06GDUIP3724E1ZD,2025-01,641831,660175,27-02-2026,27-02-2026
06GDUIP3724E1ZD,2025-02,1340856,1310315,27-02-2026,27-02-2026
06GDUIP3724E1ZD,2025-03,32555,72403,27-02-2026,28-01-2026
06GDUIP3724E1ZD,2025-04,1414333,1462403,27-02-2026,27-02-2026
06GDUIP3724E1ZD,2025-05,1654620,1649299,27-02-2026,27-02-2026
06GDUIP3724E1ZD,2025-06,1837560,1831781,27-02-2026,16-02-2026
29KWBNS1542I1ZZ,2025-01,450780,469379,27-02-2026,27-02-2026
29KWBNS1542I1ZZ,2025-02,252845,209502,27-02-2026,27-02-2026
29KWBNS1542I1ZZ,2025-03,23903,-22338,27-02-2026,27-02-2026
29KWBNS1542I1ZZ,2025-04,1956383,1956128,27-02-2026,27-02-2026
29KWBNS1542I1ZZ,2025-05,865680,904028,27-02-2026,27-02-2026
29KWBNS1542I1ZZ,2025-06,1394102,1389042,27-02-2026,27-02-2026
24VAZPV6967H1ZI,2025-01,933806,933412,27-02-2026,27-02-2026
24VAZPV6967H1ZI,2025-02,1697171,1737992,27-02-2026,27-02-2026
24VAZPV6967H1ZI,2025-03,622098,663012,27-02-2026,27-02-2026
24VAZPV6967H1ZI,2025-04,1270023,1280712,27-02-2026,27-02-2026
24VAZPV6967H1ZI,2025-05,1080104,1041195,27-02-2026,27-02-2026
24VAZPV6967H1ZI,2025-06,492645,542147,27-02-2026,27-02-2026
24XRNGL0999J1ZC,2025-01,1827829,1859067,27-02-2026,27-02-2026
24XRNGL0999J1ZC,2025-02,970853,964421,27-02-2026,27-02-2026
24XRNGL0999J1ZC,2025-03,561251,562788,27-02-2026,27-02-2026
24XRNGL0999J1ZC,2025-04,816366,839319,27-02-2026,27-02-2026
24XRNGL0999J1ZC,2025-05,1634919,1608598,27-02-2026,27-02-2026
24XRNGL0999J1ZC,2025-06,791654,767128,27-02-2026,27-02-2026
11XQWTK0889P1ZX,2025-01,1714714,1747243,27-02-2026,27-02-2026
11XQWTK0889P1ZX,2025-02,1243933,1246395,27-02-2026,27-02-2026
11XQWTK0889P1ZX,2025-03,1156586,1198887,27-02-2026,27-02-2026
11XQWTK0889P1ZX,2025-04,1087712,1098824,27-02-2026,27-02-2026
11XQWTK0889P1ZX,2025-05,1095335,1118207,27-02-2026,27-02-2026
11XQWTK0889P1ZX,2025-06,236449,224345,27-02-2026,27-02-2026
28WVVSN3687O1ZW,2025-01,414672,419595,27-02-2026,27-02-2026
28WVVSN3687O1ZW,2025-02,1114030,1122345,27-02-2026,27-02-2026
28WVVSN3687O1ZW,2025-03,230826,198928,27-02-2026,27-02-2026
28WVVSN3687O1ZW,2025-04,263629,287521,27-02-2026,27-02-2026
28WVVSN3687O1ZW,2025-05,1827347,1836353,27-02-2026,27-02-2026
28WVVSN3687O1ZW,2025-06,1826016,1797605,27-02-2026,27-02-2026
12QUDKQ3015Y1ZU,2025-01,1853761,1806647,27-02-2026,27-02-2026
12QUDKQ3015Y1ZU,2025-02,627204,605443,27-02-2026,27-02-2026
12QUDKQ3015Y1ZU,2025-03,187768,163628,27-02-2026,27-02-2026
12QUDKQ3015Y1ZU,2025-04,702812,710421,27-02-2026,27-02-2026
12QUDKQ3015Y1ZU,2025-05,1938741,1894104,27-02-2026,27-02-2026
12QUDKQ3015Y1ZU,2025-06,728564,731133,27-02-2026,14-02-2026
27UIMTG6871N1ZL,2025-01,284978,267685,27-02-2026,27-02-2026
27UIMTG6871N1ZL,2025-02,1353508,1330999,27-02-2026,27-02-2026
27UIMTG6871N1ZL,2025-03,946892,965951,27-02-2026,20-02-2026
27UIMTG6871N1ZL,2025-04,1473374,1433034,27-02-2026,27-02-2026
27UIMTG6871N1ZL,2025-05,238923,195818,27-02-2026,27-02-2026
27UIMTG6871N1ZL,2025-06,505228,507517,27-02-2026,11-02-2026
25YWFYY6699G1ZI,2025-01,1023502,1023262,27-02-2026,27-02-2026
25YWFYY6699G1ZI,2025-02,1697247,1723270,27-02-2026,27-02-2026
25YWFYY6699G1ZI,2025-03,1568985,1535843,27-02-2026,27-02-2026
25YWFYY6699G1ZI,2025-04,578977,607813,27-02-2026,14-02-2026
25YWFYY6699G1ZI,2025-05,467434,478764,27-02-2026,27-02-2026
25YWFYY6699G1ZI,2025-06,999127,990232,27-02-2026,16-02-2026
28PDYEO0579V1ZP,2025-01,1231844,1197345,27-02-2026,27-02-2026
28PDYEO0579V1ZP,2025-02,73140,102411,27-02-2026,27-02-2026
28PDYEO0579V1ZP,2025-03,563589,601409,27-02-2026,27-02-2026
28PDYEO0579V1ZP,2025-04,1138463,1180850,27-02-2026,27-02-2026
28PDYEO0579V1ZP,2025-05,1901960,1891037,27-02-2026,27-02-2026
28PDYEO0579V1ZP,2025-06,800768,827839,27-02-2026,27-02-2026
14EWUHM1869J1ZX,2025-01,1208362,1194908,27-02-2026,27-02-2026
14EWUHM1869J1ZX,2025-02,1425768,1426709,27-02-2026,14-02-2026
14EWUHM1869J1ZX,2025-03,575258,596810,27-02-2026,27-02-2026
14EWUHM1869J1ZX,2025-04,1774080,1790429,27-02-2026,27-02-2026
14EWUHM1869J1ZX,2025-05,1273583,1224652,27-02-2026,10-02-2026
14EWUHM1869J1ZX,2025-06,1096780,1102338,27-02-2026,27-02-2026
27UAZGL2560P1ZE,2025-01,632891,598908,27-02-2026,27-02-2026
27UAZGL2560P1ZE,2025-02,688537,715094,27-02-2026,27-02-2026
27UAZGL2560P1ZE,2025-03,1289063,1246001,27-02-2026,27-02-2026
27UAZGL2560P1ZE,2025-04,1666652,1654797,27-02-2026,18-02-2026
27UAZGL2560P1ZE,2025-05,594764,569177,27-02-2026,27-02-2026
27UAZGL2560P1ZE,2025-06,959446,927495,27-02-2026,27-02-2026
14SSTGC0329T1ZV,2025-01,581881,576915,27-02-2026,27-02-2026
14SSTGC0329T1ZV,2025-02,1017519,1041013,27-02-2026,27-02-2026
14SSTGC0329T1ZV,2025-03,137742,166590,27-02-2026,27-02-2026
14SSTGC0329T1ZV,2025-04,974830,1009925,27-02-2026,21-02-2026
14SSTGC0329T1ZV,2025-05,591468,548652,27-02-2026,27-02-2026
14SSTGC0329T1ZV,2025-06,199513,229944,27-02-2026,27-02-2026
33QHKJZ5525K1ZO,2025-01,1963661,1946763,27-02-2026,27-02-2026
33QHKJZ5525K1ZO,2025-02,511709,520538,27-02-2026,27-02-2026
33QHKJZ5525K1ZO,2025-03,1181995,1136056,27-02-2026,27-02-2026
33QHKJZ5525K1ZO,2025-04,878021,896597,27-02-2026,27-02-2026
33QHKJZ5525K1ZO,2025-05,1427600,1380038,27-02-2026,27-02-2026
33QHKJZ5525K1ZO,2025-06,1131851,1146706,27-02-2026,11-02-2026
34LGIZM9234I1ZT,2025-01,10890,55206,27-02-2026,27-02-2026
34LGIZM9234I1ZT,2025-02,71662,35596,27-02-2026,27-02-2026
34LGIZM9234I1ZT,2025-03,1767494,1796219,27-02-2026,27-02-2026
34LGIZM9234I1ZT,2025-04,685931,687532,27-02-2026,12-02-2026
34LGIZM9234I1ZT,2025-05,1460417,1450325,27-02-2026,27-02-2026
34LGIZM9234I1ZT,2025-06,1718072,1700162,27-02-2026,24-02-2026
28XIZTD8670E1ZB,2025-01,1640969,1654196,27-02-2026,27-02-2026
28XIZTD8670E1ZB,2025-02,390205,393463,27-02-2026,13-02-2026
28XIZTD8670E1ZB,2025-03,1551032,1570175,27-02-2026,27-02-2026
28XIZTD8670E1ZB,2025-04,856734,837199,27-02-2026,27-02-2026
28XIZTD8670E1ZB,2025-05,1615587,1639211,27-02-2026,27-02-2026
